topic_number,title,hook,video_prompt,on_screen_bullets,image_url,hashtags,caption,image_credit,image_source
1,The Enlightenment,Reason changed the world forever.,"Create a 30-second history short about The Enlightenment. Hook: An intellectual movement that reshaped politics and science. Cover: Voltaire, Locke, and Rousseau challenged the authority of kings and churches across Europe. The Encyclopédie cataloged human knowledge and spread Enlightenment ideas to a wide audience. Enlightenment thinkers placed reason above superstition in politics, science, and daily life. Enlightenment ideals inspired revolutions in America, France, and beyond. Enlightenment philosophers championed free speech, religious tolerance, and individual rights. The Enlightenment peaked in 18th-century Europe and reshaped governments on both sides of the Atlantic. Salons and coffeehouses spread radical new ideas about liberty, science, and human rights. Enlightenment thinkers challenged absolute monarchy and helped inspire modern constitutional democracy.","Voltaire, Locke, and Rousseau challenged the authority of kings and churches across Europe. | The Encyclopédie cataloged human knowledge and spread Enlightenment ideas to a wide audience. | Enlightenment thinkers placed reason above superstition in politics, science, and daily life. | Enlightenment ideals inspired revolutions in America, France, and beyond. | Enlightenment philosophers championed free speech, religious tolerance, and individual rights. | The Enlightenment peaked in 18th-century Europe and reshaped governments on both sides of the Atlantic. | Salons and coffeehouses spread radical new ideas about liberty, science, and human rights. | Enlightenment thinkers challenged absolute monarchy and helped inspire modern constitutional democracy. | The Age of Enlightenment was a period of intellectual and cultural flourishing in Europe and Western civilization. | Contemporary reports still describe The Enlightenment. | Later histories kept returning to The Enlightenment. | Surviving photographs still illustrate The Enlightenment.",/images/catalog/001-the-enlightenment.jpg,#HistoryTok #Enlightenment #Philosophy #DidYouKnow,The Age of Reason changed everything. Voltaire. Locke. Rousseau. They didn't just think — they rewrote the rules. #HistoryTok #Enlightenment #Philosophy #DidYouKnow,Raphael · Public domain,https://commons.wikimedia.org/wiki/File:The_School_of_Athens_by_Raphael.jpg
351,Birth of Hip Hop,Two turntables. One BLOCK.,"Create a 30-second vertical history short about Birth of Hip Hop. Hook: Two turntables. One BLOCK. Cover: Born August 11 1973 Bronx New York — a key part of the story of Birth of Hip Hop. DJ Kool Herc back-to-back breakbeats — a key part of the story of Birth of Hip Hop. Started at sister's back-to-school party — a key part of the story of Birth of Hip Hop. Grew from block parties to global culture — a key part of the story of Birth of Hip Hop. Most influential music movement since rock — a key part of the story of Birth of Hip Hop. One party in the Bronx. Culture born. The events surrounding Birth of Hip Hop reveal how quickly history can turn on a single decision. From classrooms to documentaries, Birth of Hip Hop remains a staple of history storytelling. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","Born August 11, 1973 Bronx New York. | DJ Kool Herc back-to-back breakbeats. | Started at sister's back-to-school party. | Grew from block parties to global culture. | Most influential music movement since rock. | One party in the Bronx. Culture born. | Hip-hop as an art form and culture has been heavily influenced by both male and female artists. | It is characterized by the key elements of rapping, DJing and turntablism, and breakdancing. | DJ Kool Herc was also among the attendees at Disco King Mario's hip-hop events. | Hip-hop culture is an art movement that emerged in New York City, in the borough of the Bronx, primarily within the black community. | The black Spades street gang and Disco King Mario of the Bronxdale Houses are also considered vital in the early origins of hip-hop culture and music. | Since then hip-hop culture has spread to both urban and suburban communities throughout the United States and subsequently the world.",/images/catalog/351-birth-of-hip-hop.jpg,#HipHop #MusicHistory #BlackHistory #HistoryTok,One party in the Bronx. Culture born. #HipHop #MusicHistory #BlackHistory #HistoryTok,Mika-photography · CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Dj_Grandmaster_Flash-01-mika.jpg
352,Hollywood Golden Age,Stars. Studios. DREAMS.,"Create a 30-second vertical history short about Hollywood Golden Age. Hook: Stars. Studios. DREAMS. Cover: 1920s-1960s studio system dominated — a key part of the story of Hollywood Golden Age. MGM Warner Bros Paramount and Fox ruled — a key part of the story of Hollywood Golden Age. Star system created icons like Monroe and Bogart. Hays Code censored content 1934-1968 — a key part of the story of Hollywood Golden Age. Defined global image of America — a key part of the story of Hollywood Golden Age. Studio system. Star dreams. America exported. The events surrounding Hollywood Golden Age reveal how quickly history can turn on a single decision. From classrooms to documentaries, Hollywood Golden Age remains a staple of history storytelling. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","1920s-1960s studio system dominated. | MGM Warner Bros Paramount and Fox ruled. | Star system created icons like Monroe and Bogart. | Hays Code censored content 1934-1968. | Defined global image of America. | During the intervening forty years, it was the most powerful and pervasive style of filmmaking worldwide. | Similar or associated terms include classical Hollywood narrative, Old Hollywood, and classical continuity. | Hollywood Golden Age is usually dated to 1934. | Another date tied to Hollywood Golden Age is 1968. | Contemporary reports still describe Hollywood Golden Age. | Later histories kept returning to Hollywood Golden Age. | Surviving photographs still illustrate Hollywood Golden Age.",/images/catalog/352-hollywood-golden-age.jpg,#Hollywood #FilmHistory #GoldenAge #HistoryTok,Studio system. Star dreams. America exported. #Hollywood #FilmHistory #GoldenAge #HistoryTok,"Thomas Wolf , www.foto-tw.de · CC BY-SA 3.0",https://commons.wikimedia.org/wiki/File:Hollywood_Sign_%28Zuschnitt%29.jpg
353,Ancient Olympic Games,Naked athletes. Olive CROWNS.,"Create a 30-second vertical history short about Ancient Olympic Games. Hook: Naked athletes. Olive CROWNS. Cover: Held Olympia Greece 776 BCE to 393 CE. Athletes competed nude — a key part of the story of Ancient Olympic Games. Truce called across Greece during games — a key part of the story of Ancient Olympic Games. Winners received olive wreath crowns — a key part of the story of Ancient Olympic Games. Banned by Christian emperor Theodosius — a key part of the story of Ancient Olympic Games. Naked athletes. Olive crowns. Glory. Archaeologists and historians continue to uncover new evidence about Ancient Olympic Games. Ancient sources and modern science together help us reconstruct the world of Ancient Olympic Games. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","Ancient Olympic Games was held Olympia Greece 776 BCE to 393 CE. | Truce called across Greece during games. | Winners received olive wreath crowns. | Banned by Christian emperor Theodosius. | Archaeologists and historians continue to uncover new evidence about Ancient Olympic Games. | Ancient sources and modern science together help us reconstruct the world of Ancient Olympic Games. | The originating Olympic Games are traditionally dated to 776 BC. | The games were held every four years, or Olympiad, which became a unit of time in historical chronologies. | They were held at the Panhellenic religious sanctuary of Olympia, in honor of Zeus, and the Greeks gave them a mythological origin. | Ancient Olympic Games is usually dated to 776 BCE. | Another date tied to Ancient Olympic Games is 393 CE. | Contemporary reports still describe Ancient Olympic Games.",/images/catalog/353-ancient-olympic-games.jpg,#Olympics #AncientGreece #SportsHistory #HistoryTok,Naked athletes. Olive crowns. Glory. #Olympics #AncientGreece #SportsHistory #HistoryTok,Bgabel · CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:GR-olympia-palaestra.jpg
354,Modern Olympics Revival,Pierre de Coubertin. Games REBORN.,"Create a 30-second vertical history short about Modern Olympics Revival. Hook: Pierre de Coubertin. Games REBORN. Cover: First modern Olympics Athens 1896 — a key part of the story of Modern Olympics Revival. Pierre de Coubertin founded International Olympic Committee — a key part of the story of Modern Olympics Revival. 14 nations 241 athletes competed — a key part of the story of Modern Olympics Revival. Revived ancient Greek tradition — a key part of the story of Modern Olympics Revival. Now largest sporting event on Earth — a key part of the story of Modern Olympics Revival. Ancient tradition reborn. World united. The events surrounding Modern Olympics Revival reveal how quickly history can turn on a single decision. From classrooms to documentaries, Modern Olympics Revival remains a staple of history storytelling. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","First modern Olympics Athens 1896. | Pierre de Coubertin founded International Olympic Committee. | 14 nations 241 athletes competed. | Revived ancient Greek tradition. | Now largest sporting event on Earth. | Ancient tradition reborn. World united. | This arrangement has been in place since the 1994 Winter Olympics, prior to which the Summer and Winter Games were held in the same year. | The modern Olympic Games are a series of international multi-sport events. | Their creation was inspired by the ancient Olympic Games, held in Olympia, Greece, from the 8th century BC to the 4th century AD. | The Summer and Winter Olympics are each held every four years, and themselves occur two years apart within the four-year Olympiad. | Modern Olympics Revival is usually dated to 1896. | Contemporary reports still describe Modern Olympics Revival.",/images/catalog/354-modern-olympics-revival.jpg,#Olympics #SportsHistory #1896 #HistoryTok,Ancient tradition reborn. World united. #Olympics #SportsHistory #1896 #HistoryTok,Émile Gilliéron · Public domain,https://commons.wikimedia.org/wiki/File:Commemorative_album_of_1896_Olympic_Games_-_cover_by_E._Gilli%C3%A9ron.jpg
355,Jazz Birth in New Orleans,Ragtime met the BLUES.,"Create a 30-second vertical history short about Jazz Birth in New Orleans. Hook: Ragtime met the BLUES. Cover: Emerged early 1900s New Orleans — a key part of the story of Jazz Birth in New Orleans. Blend of African European and Caribbean music — a key part of the story of Jazz Birth in New Orleans. Louis Armstrong took it global — a key part of the story of Jazz Birth in New Orleans. Prohibition speakeasies spread jazz north — a key part of the story of Jazz Birth in New Orleans. America's greatest cultural export — a key part of the story of Jazz Birth in New Orleans. New Orleans birthed America's music. The events surrounding Jazz Birth in New Orleans reveal how quickly history can turn on a single decision. From classrooms to documentaries, Jazz Birth in New Orleans remains a staple of history storytelling. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","Emerged early 1900s New Orleans. | Blend of African European and Caribbean music. | Louis Armstrong took it global. | Prohibition speakeasies spread jazz north. | America's greatest cultural export. | New Orleans birthed America's music. | Originally a separate museum, the collection is now affiliated with the Louisiana State Museum. | Key movers were Edmond ""Doc"" Souchon, Myra Menville, and Helen Arlt. | The New Orleans Jazz Museum is a music museum in New Orleans, Louisiana, U.S., dedicated to preserving and celebrating the history of jazz music. | Contemporary reports still describe Jazz Birth in New Orleans. | Later histories kept returning to Jazz Birth in New Orleans. | Surviving photographs still illustrate Jazz Birth in New Orleans.",/images/catalog/355-jazz-birth-in-new-orleans.jpg,#Jazz #MusicHistory #NewOrleans #HistoryTok,New Orleans birthed America's music. #Jazz #MusicHistory #NewOrleans #HistoryTok,World-Telegram staff photographer · Public domain,https://commons.wikimedia.org/wiki/File:Louis_Armstrong_restored.jpg
356,Impressionist Art Revolution,They painted LIGHT.,"Create a 30-second vertical history short about Impressionist Art Revolution. Hook: They painted LIGHT. Cover: Monet Renoir Degas rejected by Salon 1870s — a key part of the story of Impressionist Art Revolution. First Impressionist exhibition 1874 Paris — a key part of the story of Impressionist Art Revolution. Critics mocked name from Monet's Impression Sunrise — a key part of the story of Impressionist Art Revolution. Painted outdoors capturing fleeting light — a key part of the story of Impressionist Art Revolution. Changed art forever — a key part of the story of Impressionist Art Revolution. Critics mocked them. Art changed forever. The events surrounding Impressionist Art Revolution reveal how quickly history can turn on a single decision. From classrooms to documentaries, Impressionist Art Revolution remains a staple of history storytelling. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","Monet Renoir Degas rejected by Salon 1870s. | First Impressionist exhibition 1874 Paris. | Critics mocked name from Monet's Impression Sunrise. | Painted outdoors capturing fleeting light. | Critics mocked them. Art changed forever. | Impressionist Art Revolution is usually dated to 1874. | Contemporary reports still describe Impressionist Art Revolution. | Later histories kept returning to Impressionist Art Revolution. | Surviving photographs still illustrate Impressionist Art Revolution. | Standard world-history surveys still include Impressionist Art Revolution. | The public record of Impressionist Art Revolution is still being argued over. | Archives still keep maps, letters, and stills from Impressionist Art Revolution.",/images/catalog/356-impressionist-art-revolution.jpg,#Impressionism #ArtHistory #Monet #HistoryTok,Critics mocked them. Art changed forever. #Impressionism #ArtHistory #Monet #HistoryTok,Claude Monet · Public domain,https://commons.wikimedia.org/wiki/File:Claude_Monet%2C_Impression%2C_soleil_levant.jpg
357,Bauhaus Movement,Form follows FUNCTION.,"Create a 30-second vertical history short about Bauhaus Movement. Hook: Form follows FUNCTION. Cover: Founded Walter Gropius Weimar 1919 — a key part of the story of Bauhaus Movement. Unified art craft and technology — a key part of the story of Bauhaus Movement. Minimalist functional modern design — a key part of the story of Bauhaus Movement. Closed by Nazis 1933 faculty fled worldwide — a key part of the story of Bauhaus Movement. Shaped modern architecture and design — a key part of the story of Bauhaus Movement. Form follows function. Design changed. The events surrounding Bauhaus Movement reveal how quickly history can turn on a single decision. From classrooms to documentaries, Bauhaus Movement remains a staple of history storytelling. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","Founded Walter Gropius Weimar 1919. | Unified art craft and technology. | Minimalist functional modern design. | Closed by Nazis 1933 faculty fled worldwide. | Shaped modern architecture and design. | Form follows function. Design changed. | The Staatliches Bauhaus, commonly known as the Bauhaus was a German art school operational from 1919 to 1933 that combined crafts and the fine arts. | The school became famous for its approach to design. | It was grounded in the idea of creating a Gesamtkunstwerk in which all the arts would eventually be brought together. | The Bauhaus style later became one of the most influential currents in modern design, modernist architecture, and architectural education. | The Bauhaus movement had a profound influence on subsequent developments in art, architecture, graphic design, interior design, industrial design. | Staff at the Bauhaus included prominent artists such as Paul Klee, Wassily Kandinsky, Gunta Stölzl, and László Moholy-Nagy at various points.",/images/catalog/357-bauhaus-movement.jpg,#Bauhaus #ArtHistory #Design #HistoryTok,Form follows function. Design changed. #Bauhaus #ArtHistory #Design #HistoryTok,Hjochheim · CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Bauhaus_Dessau.jpg
358,Pop Art Andy Warhol,Soup cans as ART.,"Create a 30-second vertical history short about Pop Art Andy Warhol. Hook: Soup cans as ART. Cover: Andy Warhol Campbell's Soup Cans 1962 — a key part of the story of Pop Art Andy Warhol. Blurred line between commercial and fine art — a key part of the story of Pop Art Andy Warhol. Factory studio mass-produced art — a key part of the story of Pop Art Andy Warhol. Marilyn Monroe portraits iconic — a key part of the story of Pop Art Andy Warhol. Asked what is art in consumer age — a key part of the story of Pop Art Andy Warhol. Soup cans on walls. Art questioned. Civilians and soldiers alike bore the devastating human cost of Pop Art Andy Warhol. The consequences of Pop Art Andy Warhol echoed for generations after the fighting stopped. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.",Andy Warhol Campbell's Soup Cans 1962. | Blurred line between commercial and fine art. | Factory studio mass-produced art. | Marilyn Monroe portraits iconic. | Asked what is art in consumer age. | Soup cans on walls. Art questioned. | Flowers is a series of silkscreen paintings by American artist Andy Warhol between 1964 and 1965. | Pop Art Andy Warhol is usually dated to 1962. | Contemporary reports still describe Pop Art Andy Warhol. | Later histories kept returning to Pop Art Andy Warhol. | Surviving photographs still illustrate Pop Art Andy Warhol. | Standard world-history surveys still include Pop Art Andy Warhol.,/images/catalog/358-pop-art-andy-warhol.jpg,#PopArt #Warhol #ArtHistory #HistoryTok,Soup cans on walls. Art questioned. #PopArt #Warhol #ArtHistory #HistoryTok,Jack Mitchell · CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Andy_Warhol_by_Jack_Mitchell.jpg
359,Origin of Baseball,Abner Doubleday MYTH.,"Create a 30-second vertical history short about Origin of Baseball. Hook: Abner Doubleday MYTH. Cover: Cooperstown myth says Doubleday invented 1839 — a key part of the story of Origin of Baseball. Actually evolved from English rounders — a key part of the story of Origin of Baseball. First professional team Cincinnati Red Stockings 1869 — a key part of the story of Origin of Baseball. Called America's pastime — a key part of the story of Origin of Baseball. Integration Jackie Robinson 1947 — a key part of the story of Origin of Baseball. America's pastime. Origin myth included. The breakthrough behind Origin of Baseball built on centuries of experimentation and curiosity. Technologies born from Origin of Baseball still shape daily life in the modern world. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","Cooperstown myth says Doubleday invented 1839. | Actually evolved from English rounders. | First professional team Cincinnati Red Stockings 1869. | Called America's pastime. | Integration Jackie Robinson 1947. | America's pastime. Origin myth included. | The breakthrough behind Origin of Baseball built on centuries of experimentation and curiosity. | Technologies born from Origin of Baseball still shape daily life in the modern world. | The question of the origins of baseball has been the subject of debate and controversy for more than a century. | Just as now, in some versions a batter was called out after three strikes. | Origin of Baseball is usually dated to 1839. | Another date tied to Origin of Baseball is 1869.",/images/catalog/359-origin-of-baseball.jpg,#Baseball #SportsHistory #AmericanHistory #HistoryTok,America's pastime. Origin myth included. #Baseball #SportsHistory #AmericanHistory #HistoryTok,The original uploader was Hlj at English Wikipedia . · Public domain,https://commons.wikimedia.org/wiki/File:Abner_Doubleday.jpg
360,Origin of Basketball,Peach baskets. One INVENTOR.,"Create a 30-second vertical history short about Origin of Basketball. Hook: Peach baskets. One INVENTOR. Cover: James Naismith invented 1891 Springfield Massachusetts — a key part of the story of Origin of Basketball. Hung peach baskets as goals — a key part of the story of Origin of Basketball. Created to keep students active in winter — a key part of the story of Origin of Basketball. First game used soccer ball — a key part of the story of Origin of Basketball. Now global sport billions play — a key part of the story of Origin of Basketball. Peach baskets. One gym teacher. Global sport. The breakthrough behind Origin of Basketball built on centuries of experimentation and curiosity. Technologies born from Origin of Basketball still shape daily life in the modern world. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","James Naismith invented 1891 Springfield Massachusetts. | Created to keep students active in winter. | First game used soccer ball. | Now global sport billions play. | The breakthrough behind Origin of Basketball built on centuries of experimentation and curiosity. | Technologies born from Origin of Basketball still shape daily life in the modern world. | Basketball is a team sport in which two teams of five players each oppose one another on a rectangular court. | A field goal is worth two points, unless made from behind the three-point line, when it is worth three. | If regulation play expires with the score tied, most basketball leagues mandate additional periods of play until the score is no longer tied. | Origin of Basketball is usually dated to 1891. | Contemporary reports still describe Origin of Basketball. | Later histories kept returning to Origin of Basketball.",/images/catalog/360-origin-of-basketball.jpg,#Basketball #SportsHistory #Invention #HistoryTok,Peach baskets. One gym teacher. Global sport. #Basketball #SportsHistory #Invention #HistoryTok,randomduck · CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:James_Naismith.jpg
361,Easter Island Statues,887 heads. How MOVED?,"Create a 30-second vertical history short about Easter Island Statues. Hook: 887 heads. How MOVED? Cover: Moai statues carved 1250-1500 CE — a key part of the story of Easter Island Statues. 887 statues up to 82 tons — a key part of the story of Easter Island Statues. How moved remains debated — a key part of the story of Easter Island Statues. Civilization collapsed possibly from deforestation — a key part of the story of Easter Island Statues. Most remote inhabited island on Earth — a key part of the story of Easter Island Statues. 887 giant heads. How did they move them?. The events surrounding Easter Island Statues reveal how quickly history can turn on a single decision. From classrooms to documentaries, Easter Island Statues remains a staple of history storytelling. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","Moai statues carved 1250-1500 CE. | 887 statues up to 82 tons. | How moved remains debated. | Civilization collapsed possibly from deforestation. | Most remote inhabited island on Earth. | 887 giant heads. How did they move them?. | Almost all moai have overly large heads, which account for three-eighths of the size of the whole statue. | The moai are chiefly the living faces of deified ancestors. | The moai were toppled in the late 18th and early 19th centuries, possibly as a result of European contact or internecine tribal wars. | Although the stone moai are the most famous, the Rapa Nui also carved small wooden moai: moꞌai kavakava, moꞌai paepae/papa, and moꞌai taŋata. | By the time of European arrival in 1722, the island's population was estimated to be 2,000 to 3,000. | Easter Island is also the only territory in Polynesia where Spanish is an official language.",/images/catalog/361-easter-island-statues.jpg,#EasterIsland #Mystery #Archaeology #HistoryTok,887 giant heads. How did they move them? #EasterIsland #Mystery #Archaeology #HistoryTok,Ian Sewell · CC BY 2.5,https://commons.wikimedia.org/wiki/File:AhuTongariki.JPG
362,Dancing Plague of 1518,Danced until they DIED.,"Create a 30-second vertical history short about Dancing Plague of 1518. Hook: Danced until they DIED. Cover: Strasbourg July 1518 woman started dancing — a key part of the story of Dancing Plague of 1518. Up to 400 joined dancing for days — a key part of the story of Dancing Plague of 1518. Some died from exhaustion stroke or heart attack. Cause unknown mass hysteria or ergot poisoning — a key part of the story of Dancing Plague of 1518. One of history's strangest events — a key part of the story of Dancing Plague of 1518. They danced until they died. Why?. The events surrounding Dancing Plague of 1518 reveal how quickly history can turn on a single decision. From classrooms to documentaries, Dancing Plague of 1518 remains a staple of history storytelling. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","Strasbourg July 1518 woman started dancing. | Up to 400 joined dancing for days. | Some died from exhaustion stroke or heart attack. | Cause unknown mass hysteria or ergot poisoning. | One of history's strangest events. | They danced until they died. Why?. | According to Ned Pennant-Rea, ""Frau Troffea had started dancing on July 14th on the narrow cobbled street outside her half-timbered home. | There are many theories behind the phenomenon, the most popular being stress-induced mass hysteria, suggested by John Waller. | Dancing Plague of 1518 is usually dated to 1518. | Contemporary reports still describe Dancing Plague of 1518. | Later histories kept returning to Dancing Plague of 1518. | Surviving photographs still illustrate Dancing Plague of 1518.",/images/catalog/362-dancing-plague-of-1518.jpg,#DancingPlague #WeirdHistory #Medieval #HistoryTok,They danced until they died. Why? #DancingPlague #WeirdHistory #Medieval #HistoryTok,Unknown author Unknown author · Public domain,https://commons.wikimedia.org/wiki/File:Dancingplague2_%28alt%29.jpg
363,War of the Worlds Panic,Radio play. Real PANIC.,"Create a 30-second vertical history short about War of the Worlds Panic. Hook: Radio play. Real PANIC. Cover: Orson Welles broadcast October 30 1938 — a key part of the story of War of the Worlds Panic. Presented as news bulletin of Martian invasion — a key part of the story of War of the Worlds Panic. Some listeners believed and panicked — a key part of the story of War of the Worlds Panic. Newspapers exaggerated scale of panic — a key part of the story of War of the Worlds Panic. Showed power of mass media — a key part of the story of War of the Worlds Panic. A radio play. People ran screaming. Civilians and soldiers alike bore the devastating human cost of War of the Worlds Panic. The consequences of War of the Worlds Panic echoed for generations after the fighting stopped. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","Orson Welles broadcast October 30, 1938. | Presented as news bulletin of Martian invasion. | Some listeners believed and panicked. | Newspapers exaggerated scale of panic. | Showed power of mass media. | A radio play. People ran screaming. | The first half of the program was delivered in a realistic ""breaking news"" format. | This apparently caused some confusion and fear among its listeners, though the scale of the panic is disputed. | War of the Worlds Panic is usually dated to 1938. | Contemporary reports still describe War of the Worlds Panic. | Later histories kept returning to War of the Worlds Panic. | Surviving photographs still illustrate War of the Worlds Panic.",/images/catalog/363-war-of-the-worlds-panic.jpg,#WarOfTheWorlds #WeirdHistory #MediaHistory #HistoryTok,A radio play. People ran screaming. #WarOfTheWorlds #WeirdHistory #MediaHistory #HistoryTok,Acme News Photos · Public domain,https://commons.wikimedia.org/wiki/File:Orson_Welles_War_of_the_Worlds_1938.jpg
364,Codex Gigas Devil's Bible,One monk. One NIGHT?,"Create a 30-second vertical history short about Codex Gigas Devil's Bible. Hook: One monk. One NIGHT? Cover: Medieval manuscript largest surviving book — a key part of the story of Codex Gigas Devil's Bible. Legend says written in one night by monk. Full-page devil illustration inside — a key part of the story of Codex Gigas Devil's Bible. Actually took decades to complete — a key part of the story of Codex Gigas Devil's Bible. Swedish Army looted from Prague 1648 — a key part of the story of Codex Gigas Devil's Bible. One monk. One night? Or decades of terror?. The events surrounding Codex Gigas Devil's Bible reveal how quickly history can turn on a single decision. From classrooms to documentaries, Codex Gigas Devil's Bible remains a staple of history storytelling. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","Medieval manuscript largest surviving book. | Legend says written in one night by monk. | Full-page devil illustration inside. | Actually took decades to complete. | Swedish Army looted from Prague 1648. | One monk. One night? Or decades of terror?. | The Codex Gigas is the largest extant medieval illuminated manuscript in the world, at a length of 92 cm. | It is a Romanesque Latin Bible, with other texts, some secular, added in the second half of the book. | The manuscript is, the Devil, and the legend surrounding the book's creation. | The manuscript was created in the early 13th century in the Benedictine monastery of Podlažice in Chrast, Bohemia, now a region in the Czech Republic. | Very large illuminated Bibles were typical of Romanesque monastic book production, but even among these, the page size of the Codex Gigas is exceptional. | Codex Gigas Devil's Bible is usually dated to 1648.",/images/catalog/364-codex-gigas-devil-s-bible.jpg,#DevilsBible #WeirdHistory #Medieval #HistoryTok,One monk. One night? Or decades of terror? #DevilsBible #WeirdHistory #Medieval #HistoryTok,Herman the Recluse of the Benedictine monastery of Podlažice · Public domain,https://commons.wikimedia.org/wiki/File:Codex_Gigas_devil.jpg
365,Lead Poisoning Roman Empire,Sweet wine. Dying EMPIRE.,"Create a 30-second vertical history short about Lead Poisoning Roman Empire. Hook: Sweet wine. Dying EMPIRE. Cover: Romans used lead pipes and lead acetate sweetener. Lead poisoning caused mental decline — a key part of the story of Lead Poisoning Roman Empire. Some historians link to fall of Rome — a key part of the story of Lead Poisoning Roman Empire. Wealthy most affected by sweetened wine — a key part of the story of Lead Poisoning Roman Empire. Modern science confirms lead in Roman bones — a key part of the story of Lead Poisoning Roman Empire. Sweet wine. Lead pipes. Empire declined. The events surrounding Lead Poisoning Roman Empire reveal how quickly history can turn on a single decision. From classrooms to documentaries, Lead Poisoning Roman Empire remains a staple of history storytelling. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","Romans used lead pipes and lead acetate sweetener. | Lead poisoning caused mental decline. | Some historians link to fall of Rome. | Wealthy most affected by sweetened wine. | Modern science confirms lead in Roman bones. | The Roman lead poisoning theory is the hypothesis that chronic lead exposure contributed to the decline of the Roman Empire. | Lead poisoning is a type of metal poisoning caused by the presence of lead in the human body. | Exposure at work is a common cause of lead poisoning in adults, with certain occupations at particular risk. | Lead poisoning causes almost 10% of intellectual disability of otherwise unknown cause and can result in behavioral problems. | Contemporary reports still describe Lead Poisoning Roman Empire. | Later histories kept returning to Lead Poisoning Roman Empire. | Surviving photographs still illustrate Lead Poisoning Roman Empire.",/images/catalog/365-lead-poisoning-roman-empire.jpg,#LeadPoisoning #AncientRome #WeirdHistory #HistoryTok,Sweet wine. Lead pipes. Empire declined. #LeadPoisoning #AncientRome #WeirdHistory #HistoryTok,Dr Abhijit Datir · CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Lead_PoisoningRadio.jpg
366,Antikythera Mechanism,2000-year-old COMPUTER.,"Create a 30-second vertical history short about Antikythera Mechanism. Hook: 2000-year-old COMPUTER. Cover: Discovered 1901 in Greek shipwreck — a key part of the story of Antikythera Mechanism. Ancient analog computer tracked astronomical positions — a key part of the story of Antikythera Mechanism. Dated 150-100 BCE — a key part of the story of Antikythera Mechanism. Gear technology not matched for 1,000 years — a key part of the story of Antikythera Mechanism. Most complex ancient mechanism ever found — a key part of the story of Antikythera Mechanism. Ancient computer. 2000 years old. The events surrounding Antikythera Mechanism reveal how quickly history can turn on a single decision. From classrooms to documentaries, Antikythera Mechanism remains a staple of history storytelling. Tone: dramatic, fast-paced, documentary style. 9:16 vertical.","Discovered 1901 in Greek shipwreck. | Ancient analog computer tracked astronomical positions. | Gear technology not matched for 1,000 years. | Most complex ancient mechanism ever found. | Ancient computer. 2000 years old. | The Antikythera mechanism is an ancient Greek hand-powered orrery built in the 2nd century BC and discovered in 1901. | The artefact was among wreckage retrieved from a shipwreck off the coast of the Greek island Antikythera in 1901. | It is the oldest known example of an analogue computer. | It could be used to predict astronomical positions and eclipses decades in advance. | Four of these fragments contain gears, while inscriptions are found on many others. | It could also be used to track the four-year cycle of athletic games similar to an olympiad, the cycle of the ancient Olympic Games. | Antikythera Mechanism is usually dated to 100 BCE.",/images/catalog/366-antikythera-mechanism.png,#Antikythera #AncientGreece #Mystery #HistoryTok,Ancient computer. 2000 years old. #Antikythera #AncientGreece #Mystery #HistoryTok,Logg Tandy · CC BY 4.0,https://commons.wikimedia.org/wiki/File:Antikythera_Fragment_A_%28Front%29.webp
